1.00019	2	77.7459	14	204	0
1.00031	3	72.6484	14	204	0
1.00044	4	68.8264	14	204	0
1.00056	5	72.4708	14	204	0
1.00069	6	68.9487	14	204	0
1.00093	2	77.8714	13	178	0
1.0013	3	72.369	13	178	0
1.00143	4	68.7362	13	178	0
1.00155	5	72.6429	13	178	0
1.00168	6	69.0815	13	178	0
1.01107	2	77.0838	1	4	0
1.01169	1	78.1649	1	382	28
1.01219	3	72.1715	1	4	0
1.01232	4	69.463	1	4	0
1.01244	5	75.4364	1	4	0
1.01257	6	65.6541	1	4	0
1.01269	1	70.1819	1	382	28
1.0127	1	71.6714	1	382	28
1.01271	1	73.6041	1	382	28
1.01272	1	65.0148	1	382	28
1.03307	2	78.5402	1	382	28
1.03319	3	72.0703	1	382	28
1.03332	4	72.5629	1	382	28
1.03344	5	73.9807	1	382	28
1.03357	6	65.6373	1	382	28
1.03369	1	80.2218	1	382	28
1.0337	1	72.3211	1	382	28
1.03371	1	72.4494	1	382	28
1.03372	1	75.4601	1	382	28
1.03373	1	66.398	1	382	28
1.06607	2	80.9353	1	382	28
1.06619	3	72.4606	1	382	28
1.06632	4	72.3653	1	382	28
1.06644	5	74.4741	1	382	28
1.06657	6	67.5618	1	382	28
1.06669	1	80.4683	1	382	28
1.0667	1	73.7067	1	382	28
1.06671	1	70.5606	1	382	28
1.06672	1	75.2689	1	382	28
1.06673	1	67.2851	1	382	28
1.09906	2	80.0512	1	382	28
1.09919	3	73.3287	1	382	28
1.09931	4	73.0383	1	382	28
1.09944	5	73.1889	1	382	28
1.09956	6	66.0901	1	382	28
1.09969	1	80.6123	1	382	28
1.0997	1	72.0035	1	382	28
1.09971	1	72.1799	1	382	28
1.09972	1	73.4331	1	382	28
1.09972	1	66.4727	1	382	28
1.13206	2	80.819	1	382	28
1.13219	3	71.8927	1	382	28
1.13231	4	71.6053	1	382	28
1.13244	5	71.1404	1	382	28
1.13256	6	66.6367	1	382	28
1.13269	1	81.3212	1	382	28
1.1327	1	72.6138	1	382	28
1.1327	1	72.7174	1	382	28
1.13271	1	71.7768	1	382	28
1.13272	1	64.8146	1	382	28
1.16506	2	81.1875	1	382	28
1.16518	3	74.8073	1	382	28
1.16531	4	73.1118	1	382	28
1.16543	5	69.6034	1	382	28
1.16556	6	64.1541	1	382	28
1.16568	1	79.5438	1	382	28
1.16569	1	75.8462	1	382	28
1.1657	1	73.4932	1	382	28
1.16571	1	69.1845	1	382	28
1.16572	1	65.4849	1	382	28
1.19806	2	80.244	1	382	28
1.19818	3	75.6053	1	382	28
1.19831	4	72.5881	1	382	28
1.19843	5	68.3177	1	382	28
1.19856	6	63.7209	1	382	28
1.19868	1	80.3612	1	382	28
1.19869	1	76.5213	1	382	28
1.1987	1	71.8637	1	382	28
1.19871	1	67.1297	1	382	28
1.19872	1	58.996	1	382	28
1.23106	2	79.6277	1	382	28
1.23118	3	76.4697	1	382	28
1.23131	4	71.7057	1	382	28
1.23143	5	68.3901	1	382	28
1.23156	6	60.9129	1	382	28
1.23168	1	81.1249	1	382	28
1.23169	1	75.9009	1	382	28
1.2317	1	69.181	1	382	28
1.23171	1	67.9782	1	382	28
1.23172	1	63.6705	1	382	28
1.26405	2	80.4883	1	382	28
1.26418	3	76.498	1	382	28
1.2643	4	70.3398	1	382	28
1.26443	5	69.2612	1	382	28
1.26455	6	66.9245	1	382	28
1.26468	1	79.6061	1	382	28
1.26469	1	75.1968	1	382	28
1.2647	1	70.5056	1	382	28
1.2647	1	68.7231	1	382	28
1.26471	1	65.6456	1	382	28
1.29705	2	80.4493	1	382	28
1.29718	3	76.5933	1	382	28
1.2973	4	70.0506	1	382	28
1.29743	5	67.6352	1	382	28
1.29755	6	66.5105	1	382	28
1.29768	1	79.2228	1	382	28
1.29768	1	76.1326	1	382	28
1.29769	1	70.776	1	382	28
1.2977	1	65.6663	1	382	28
1.29771	1	68.4945	1	382	28
1.33005	2	80.7414	1	382	28
1.33017	3	76.3189	1	382	28
1.3303	4	69.1361	1	382	28
1.33042	5	67.5687	1	382	28
1.33055	6	66.6845	1	382	28
1.33067	1	81.283	1	382	28
1.33068	1	75.548	1	382	28
1.33069	1	68.9052	1	382	28
1.3307	1	70.2679	1	382	28
1.33071	1	64.4897	1	382	28
1.36305	2	81.6412	1	382	28
1.36317	3	77.0941	1	382	28
1.3633	4	68.4592	1	382	28
1.36342	5	69.1389	1	382	28
1.36355	6	62.4776	1	382	28
1.36367	1	82.2528	1	382	28
1.36368	1	77.3492	1	382	28
1.36369	1	67.7772	1	382	28
1.3637	1	69.3166	1	382	28
1.36371	1	66.0492	1	382	28
1.39604	2	81.2942	1	382	28
1.39617	3	77.4648	1	382	28
1.39629	4	67.1556	1	382	28
1.39642	5	66.0484	1	382	28
1.39654	6	68.0745	1	382	28
1.39667	1	81.3996	1	382	28
1.39668	1	76.8336	1	382	28
1.39669	1	66.943	1	382	28
1.3967	1	68.9636	1	382	28
1.39671	1	68.4708	1	382	28
1.42904	2	81.9863	1	382	28
1.42917	3	76.4023	1	382	28
1.42929	4	66.5861	1	382	28
1.42942	5	71.4887	1	382	28
1.42954	6	69.9718	1	382	28
1.42967	1	81.2371	1	382	28
1.42968	1	77.0391	1	382	28
1.42969	1	66.8153	1	382	28
1.42969	1	71.6078	1	382	28
1.4297	1	71.4051	1	382	28
1.46204	2	80.9354	1	382	28
1.46217	3	77.2771	1	382	28
1.46229	4	67.5047	1	382	28
1.46242	5	71.0778	1	382	28
1.46254	6	69.1888	1	382	28
1.46267	1	82.0666	1	382	28
1.46267	1	76.1894	1	382	28
1.46268	1	67.9207	1	382	28
1.46269	1	71.9761	1	382	28
1.4627	1	69.1495	1	382	28
1.49504	2	82.314	1	382	28
1.49516	3	76.0208	1	382	28
1.49529	4	68.7579	1	382	28
1.49541	5	71.465	1	382	28
1.49554	6	67.4302	1	382	28
1.49566	1	82.7237	1	382	28
1.49567	1	75.1173	1	382	28
1.49568	1	68.4271	1	382	28
1.49569	1	71.969	1	382	28
1.4957	1	65.4054	1	382	28
1.52804	2	81.7354	1	382	28
1.52816	3	74.1645	1	382	28
1.52829	4	68.7004	1	382	28
1.52841	5	72.8025	1	382	28
1.52854	6	64.0267	1	382	28
1.52866	1	82.7616	1	382	28
1.52867	1	74.0676	1	382	28
1.52868	1	67.7655	1	382	28
1.52869	1	71.5031	1	382	28
1.5287	1	63.9215	1	382	28
1.56103	2	81.3556	1	382	28
1.56116	3	75.1594	1	382	28
1.56128	4	68.3823	1	382	28
1.56141	5	72.0408	1	382	28
1.56153	6	63.3276	1	382	28
1.56166	1	80.8663	1	382	28
1.56167	1	75.4656	1	382	28
1.56168	1	70.6248	1	382	28
1.56169	1	73.0429	1	382	28
1.56169	1	63.774	1	382	28
