1.02018	6500	0	1
1.02031	6500	0	1
1.03107	6500	1	1.02
1.03119	6500	1	1.02
1.03243	6500	0	1
1.03256	6500	0	1
1.04017	6500	2	1.04
1.0403	6500	2	1.04
1.04042	6500	1	1.02
1.04042	6500	2	1.04
1.04055	6500	1	1.02
1.04055	6500	2	1.04
1.06017	6500	3	1.06
1.0603	6500	3	1.06
1.06042	6500	3	1.06
1.06055	6500	3	1.06
1.08017	6500	4	1.08
1.0803	6500	4	1.08
1.08042	6500	4	1.08
1.08055	6500	4	1.08
1.10017	6500	5	1.1
1.1003	6500	5	1.1
1.10042	6500	5	1.1
1.10055	6500	5	1.1
1.12017	6500	6	1.12
1.12029	6500	6	1.12
1.12042	6500	6	1.12
1.12054	6500	6	1.12
1.14017	6500	7	1.14
1.14029	6500	7	1.14
1.14042	6500	7	1.14
1.14054	6500	7	1.14
1.16017	6500	8	1.16
1.16029	6500	8	1.16
1.16042	6500	8	1.16
1.16054	6500	8	1.16
1.18017	6500	9	1.18
1.18029	6500	9	1.18
1.18042	6500	9	1.18
1.18054	6500	9	1.18
1.20016	6500	10	1.2
1.20029	6500	10	1.2
1.20041	6500	10	1.2
1.20054	6500	10	1.2
1.22016	6500	11	1.22
1.22029	6500	11	1.22
1.22041	6500	11	1.22
1.22054	6500	11	1.22
1.24016	6500	12	1.24
1.24029	6500	12	1.24
1.24041	6500	12	1.24
1.24054	6500	12	1.24
1.26016	6500	13	1.26
1.26029	6500	13	1.26
1.26041	6500	13	1.26
1.26054	6500	13	1.26
1.28016	6500	14	1.28
1.28028	6500	14	1.28
1.28041	6500	14	1.28
1.28053	6500	14	1.28
1.30016	6500	15	1.3
1.30028	6500	15	1.3
1.30041	6500	15	1.3
1.30053	6500	15	1.3
1.32016	6500	16	1.32
1.32028	6500	16	1.32
1.32041	6500	16	1.32
1.32053	6500	16	1.32
1.34016	6500	17	1.34
1.34028	6500	17	1.34
1.34041	6500	17	1.34
1.34053	6500	17	1.34
1.36015	6500	18	1.36
1.36028	6500	18	1.36
1.3604	6500	18	1.36
1.36053	6500	18	1.36
1.38015	6500	19	1.38
1.38028	6500	19	1.38
1.3804	6500	19	1.38
1.38053	6500	19	1.38
1.40015	6500	20	1.4
1.40028	6500	20	1.4
1.4004	6500	20	1.4
1.40053	6500	20	1.4
1.42015	6500	21	1.42
1.42028	6500	21	1.42
1.4204	6500	21	1.42
1.42053	6500	21	1.42
1.44015	6500	22	1.44
1.44027	6500	22	1.44
1.4404	6500	22	1.44
1.44052	6500	22	1.44
1.46015	6500	23	1.46
1.46027	6500	23	1.46
1.4604	6500	23	1.46
1.46052	6500	23	1.46
1.48015	6500	24	1.48
1.48027	6500	24	1.48
1.4804	6500	24	1.48
1.48052	6500	24	1.48
1.50015	6500	25	1.5
1.50027	6500	25	1.5
1.5004	6500	25	1.5
1.50052	6500	25	1.5
1.52014	6500	26	1.52
1.52027	6500	26	1.52
1.52039	6500	26	1.52
1.52052	6500	26	1.52
1.54014	6500	27	1.54
1.54027	6500	27	1.54
1.54039	6500	27	1.54
1.54052	6500	27	1.54
1.56014	6500	28	1.56
1.56027	6500	28	1.56
1.56039	6500	28	1.56
1.56052	6500	28	1.56
1.58014	6500	29	1.58
1.58026	6500	29	1.58
1.58039	6500	29	1.58
1.58051	6500	29	1.58
1.60014	6500	30	1.6
1.60026	6500	30	1.6
1.60039	6500	30	1.6
1.60051	6500	30	1.6
1.62014	6500	31	1.62
1.62026	6500	31	1.62
1.62039	6500	31	1.62
1.62051	6500	31	1.62
1.64014	6500	32	1.64
1.64026	6500	32	1.64
1.64039	6500	32	1.64
1.64051	6500	32	1.64
1.66013	6500	33	1.66
1.66026	6500	33	1.66
1.66038	6500	33	1.66
1.66051	6500	33	1.66
1.68013	6500	34	1.68
1.68026	6500	34	1.68
1.68038	6500	34	1.68
1.68051	6500	34	1.68
1.70013	6500	35	1.7
1.70026	6500	35	1.7
1.70038	6500	35	1.7
1.70051	6500	35	1.7
1.72013	6500	36	1.72
1.72026	6500	36	1.72
1.72038	6500	36	1.72
1.72051	6500	36	1.72
1.74013	6500	37	1.74
1.74025	6500	37	1.74
1.74038	6500	37	1.74
1.7405	6500	37	1.74
1.76013	6500	38	1.76
1.76025	6500	38	1.76
1.76038	6500	38	1.76
1.7605	6500	38	1.76
1.78013	6500	39	1.78
1.78025	6500	39	1.78
1.78038	6500	39	1.78
1.7805	6500	39	1.78
1.80013	6500	40	1.8
1.80025	6500	40	1.8
1.80038	6500	40	1.8
1.8005	6500	40	1.8
1.82012	6500	41	1.82
1.82025	6500	41	1.82
1.82037	6500	41	1.82
1.8205	6500	41	1.82
1.84012	6500	42	1.84
1.84025	6500	42	1.84
1.84037	6500	42	1.84
1.8405	6500	42	1.84
1.86012	6500	43	1.86
1.86025	6500	43	1.86
1.86037	6500	43	1.86
1.8605	6500	43	1.86
1.88012	6500	44	1.88
1.88025	6500	44	1.88
1.88037	6500	44	1.88
1.8805	6500	44	1.88
1.90012	6500	45	1.9
1.90024	6500	45	1.9
1.90037	6500	45	1.9
1.90049	6500	45	1.9
1.92012	6500	46	1.92
1.92024	6500	46	1.92
1.92037	6500	46	1.92
1.92049	6500	46	1.92
1.94012	6500	47	1.94
1.94024	6500	47	1.94
1.94037	6500	47	1.94
1.94049	6500	47	1.94
1.96024	6500	48	1.96
1.96037	6500	48	1.96
1.96049	6500	48	1.96
1.96074	6500	48	1.96
1.98024	6500	49	1.98
1.98036	6500	49	1.98
1.98049	6500	49	1.98
1.98074	6500	49	1.98
2.00024	6500	50	2
2.00036	6500	50	2
2.00049	6500	50	2
2.00074	6500	50	2
2.02024	6500	51	2.02
2.02036	6500	51	2.02
2.02049	6500	51	2.02
2.02074	6500	51	2.02
2.04024	6500	52	2.04
2.04036	6500	52	2.04
2.04049	6500	52	2.04
2.04074	6500	52	2.04
2.06023	6500	53	2.06
2.06036	6500	53	2.06
2.06048	6500	53	2.06
2.06073	6500	53	2.06
2.08023	6500	54	2.08
2.08036	6500	54	2.08
