1.01119	350	0	1
1.01144	350	0	1
1.01169	350	0	1
1.03319	350	1	1.033
1.03344	350	1	1.033
1.03369	350	1	1.033
1.06619	350	2	1.066
1.06644	350	2	1.066
1.06669	350	2	1.066
1.09919	350	3	1.099
1.09944	350	3	1.099
1.09969	350	3	1.099
1.13219	350	4	1.132
1.13244	350	4	1.132
1.13269	350	4	1.132
1.16518	350	5	1.165
1.16543	350	5	1.165
1.16568	350	5	1.165
1.19818	350	6	1.198
1.19843	350	6	1.198
1.19868	350	6	1.198
1.23118	350	7	1.231
1.23143	350	7	1.231
1.23168	350	7	1.231
1.26418	350	8	1.264
1.26443	350	8	1.264
1.26468	350	8	1.264
1.29718	350	9	1.297
1.29743	350	9	1.297
1.29768	350	9	1.297
1.33017	350	10	1.33
1.33042	350	10	1.33
1.33067	350	10	1.33
1.36317	350	11	1.363
1.36342	350	11	1.363
1.36367	350	11	1.363
1.39617	350	12	1.396
1.39642	350	12	1.396
1.39667	350	12	1.396
1.42917	350	13	1.429
1.42942	350	13	1.429
1.42967	350	13	1.429
1.46217	350	14	1.462
1.46242	350	14	1.462
1.46267	350	14	1.462
1.49516	350	15	1.495
1.49541	350	15	1.495
1.49566	350	15	1.495
1.52816	350	16	1.528
1.52841	350	16	1.528
1.52866	350	16	1.528
1.56116	350	17	1.561
1.56141	350	17	1.561
1.56166	350	17	1.561
1.59416	350	18	1.594
1.59441	350	18	1.594
1.59466	350	18	1.594
1.62715	350	19	1.627
1.6274	350	19	1.627
1.62765	350	19	1.627
1.66015	350	20	1.66
1.6604	350	20	1.66
1.66065	350	20	1.66
1.69315	350	21	1.693
1.6934	350	21	1.693
1.69365	350	21	1.693
1.72615	350	22	1.726
1.7264	350	22	1.726
1.72665	350	22	1.726
1.75915	350	23	1.759
1.7594	350	23	1.759
1.75965	350	23	1.759
1.79214	350	24	1.792
1.79239	350	24	1.792
1.79264	350	24	1.792
1.82514	350	25	1.825
1.82539	350	25	1.825
1.82564	350	25	1.825
1.85814	350	26	1.858
1.85839	350	26	1.858
1.85864	350	26	1.858
1.89114	350	27	1.891
1.89139	350	27	1.891
1.89164	350	27	1.891
1.92414	350	28	1.924
1.92439	350	28	1.924
1.92464	350	28	1.924
1.95713	350	29	1.957
1.95738	350	29	1.957
1.95763	350	29	1.957
1.99013	350	30	1.99
1.99038	350	30	1.99
1.99063	350	30	1.99
2.02313	350	31	2.023
2.02338	350	31	2.023
2.02363	350	31	2.023
2.05613	350	32	2.056
2.05638	350	32	2.056
2.05663	350	32	2.056
2.08913	350	33	2.089
2.08938	350	33	2.089
2.08963	350	33	2.089
2.12212	350	34	2.122
2.12237	350	34	2.122
2.12262	350	34	2.122
2.15512	350	35	2.155
2.15537	350	35	2.155
2.15562	350	35	2.155
2.18812	350	36	2.188
2.18837	350	36	2.188
2.18862	350	36	2.188
2.22112	350	37	2.221
2.22137	350	37	2.221
2.22162	350	37	2.221
2.25411	350	38	2.254
2.25436	350	38	2.254
2.25461	350	38	2.254
2.28711	350	39	2.287
2.28736	350	39	2.287
2.28761	350	39	2.287
2.32011	350	40	2.32
2.32036	350	40	2.32
2.32061	350	40	2.32
2.35311	350	41	2.353
2.35336	350	41	2.353
2.35361	350	41	2.353
2.38611	350	42	2.386
2.38636	350	42	2.386
2.38661	350	42	2.386
2.4191	350	43	2.419
2.41935	350	43	2.419
2.4196	350	43	2.419
2.4521	350	44	2.452
2.45235	350	44	2.452
2.4526	350	44	2.452
2.4851	350	45	2.485
2.48535	350	45	2.485
2.4856	350	45	2.485
2.5181	350	46	2.518
2.51835	350	46	2.518
2.5186	350	46	2.518
2.5511	350	47	2.551
2.55135	350	47	2.551
2.5516	350	47	2.551
2.58409	350	48	2.584
2.58434	350	48	2.584
2.58459	350	48	2.584
2.61709	350	49	2.617
2.61734	350	49	2.617
2.61759	350	49	2.617
2.65009	350	50	2.65
2.65034	350	50	2.65
2.65059	350	50	2.65
2.68309	350	51	2.683
2.68334	350	51	2.683
2.68359	350	51	2.683
2.71609	350	52	2.716
2.71634	350	52	2.716
2.71659	350	52	2.716
2.74908	350	53	2.749
2.74933	350	53	2.749
2.74958	350	53	2.749
2.78208	350	54	2.782
2.78233	350	54	2.782
2.78258	350	54	2.782
2.81508	350	55	2.815
2.81533	350	55	2.815
2.81558	350	55	2.815
2.84808	350	56	2.848
2.84833	350	56	2.848
2.84858	350	56	2.848
2.88107	350	57	2.881
2.88132	350	57	2.881
2.88157	350	57	2.881
2.91407	350	58	2.914
2.91432	350	58	2.914
2.91457	350	58	2.914
2.94707	350	59	2.947
2.94732	350	59	2.947
2.94757	350	59	2.947
2.98007	350	60	2.98
2.98032	350	60	2.98
2.98057	350	60	2.98
3.01307	350	61	3.013
3.01332	350	61	3.013
3.01357	350	61	3.013
3.04606	350	62	3.046
3.04631	350	62	3.046
3.04656	350	62	3.046
3.07906	350	63	3.079
3.07931	350	63	3.079
3.07956	350	63	3.079
3.11206	350	64	3.112
3.11231	350	64	3.112
3.11256	350	64	3.112
3.14506	350	65	3.145
3.14531	350	65	3.145
3.14556	350	65	3.145
3.17806	350	66	3.178
3.17831	350	66	3.178
3.17856	350	66	3.178
3.21105	350	67	3.211
3.2113	350	67	3.211
3.21155	350	67	3.211
3.24405	350	68	3.244
3.2443	350	68	3.244
3.24455	350	68	3.244
3.27705	350	69	3.277
3.2773	350	69	3.277
3.27755	350	69	3.277
3.31005	350	70	3.31
3.3103	350	70	3.31
3.31055	350	70	3.31
3.34304	350	71	3.343
